53600,24,5,8,255,0,255,255,
53600,24,5,8,255,0,255,255,
53600,24,5,8,255,0,255,255,
53600,24,5,8,255,0,255,255,
53601,24,5,8,255,0,255,255,
53653,24,5,8,255,0,255,255,
53653,24,5,8,255,0,255,255,
53653,24,5,8,255,0,255,255,
53653,24,5,8,255,0,255,255,
53653,24,5,8,255,0,255,255,
53697,16,5,0,0,0,0,250,
53697,16,5,0,0,0,0,250,
53697,16,5,0,0,0,0,250,
53697,16,5,0,0,0,0,250,
53697,16,5,0,0,0,0,250,
53707,16,5,0,0,0,0,10,
53707,16,5,0,0,0,0,10,
53707,16,5,0,0,0,0,10,
53707,16,5,0,0,0,0,10,
53707,16,5,0,0,0,0,10,
53749,24,5,8,255,0,255,255,
53750,24,5,8,255,0,255,255,
53750,24,5,8,255,0,255,255,
53750,24,5,8,255,0,255,255,
53750,24,5,8,255,0,255,255,
53802,24,5,8,255,0,255,255,
53802,24,5,8,255,0,255,255,
53802,24,5,8,255,0,255,255,
53802,24,5,8,255,0,255,255,
53802,24,5,8,255,0,255,255,
53855,24,5,8,255,0,255,255,
53855,24,5,8,255,0,255,255,
53855,24,5,8,255,0,255,255,
53855,24,5,8,255,0,255,255,
53855,24,5,8,255,0,255,255,
53877,16,5,0,0,0,0,26,
53877,16,5,0,0,0,0,26,
53877,16,5,0,0,0,0,26,
53877,16,5,0,0,0,0,26,
53877,16,5,0,0,0,0,26,
53898,24,5,8,255,0,255,255,
53898,24,5,8,255,0,255,255,
53898,24,5,8,255,0,255,255,
53898,24,5,8,255,0,255,255,
53898,24,5,8,255,0,255,255,
53950,24,5,8,255,0,255,255,
53950,24,5,8,255,0,255,255,
53950,24,5,8,255,0,255,255,
53950,24,5,8,255,0,255,255,
53950,24,5,8,255,0,255,255,
54003,24,5,8,255,0,255,255,
54003,24,5,8,255,0,255,255,
54003,24,5,8,255,0,255,255,
54003,24,5,8,255,0,255,255,
54003,24,5,8,255,0,255,255,
54047,16,5,0,0,0,0,42,
54047,16,5,0,0,0,0,42,
54047,16,5,0,0,0,0,42,
54047,16,5,0,0,0,0,42,
54047,16,5,0,0,0,0,42,
54057,16,5,0,0,0,0,58,
54057,16,5,0,0,0,0,58,
54057,16,5,0,0,0,0,58,
54057,16,5,0,0,0,0,58,
54057,16,5,0,0,0,0,58,
54100,24,5,8,255,0,255,255,
54100,24,5,8,255,0,255,255,
54100,24,5,8,255,0,255,255,
54100,24,5,8,255,0,255,255,
54100,24,5,8,255,0,255,255,
54153,24,5,8,255,0,255,255,
54153,24,5,8,255,0,255,255,
54153,24,5,8,255,0,255,255,
54153,24,5,8,255,0,255,255,
